customer_id,first_name,last_name,gender,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,property_valuation,address_id
923,Garrek,Grimwade,Male,1977-06-26,Senior Financial Analyst,Financial Services,High Net Worth,N,No,8,923
924,Clementius,Hambric,Male,1976-11-08,Computer Systems Analyst II,,Affluent Customer,N,No,8,924
925,Nicko,Pembridge,Male,1978-08-07,Accountant IV,Manufacturing,Affluent Customer,N,No,12,925
926,Terrel,Matthisson,Male,1965-10-14,Professor,Telecommunications,Affluent Customer,N,No,6,926
927,Jarret,,Male,1966-02-19,Cost Accountant,Financial Services,Mass Customer,N,Yes,8,927
928,Porty,Clemmitt,Male,1973-05-14,Associate Professor,,High Net Worth,N,Yes,7,928
929,Kippy,Conerding,Male,1965-09-04,Database Administrator III,Financial Services,Mass Customer,N,Yes,9,929
930,Evelina,Dinan,Female,1971-11-10,Executive Secretary,Retail,Mass Customer,N,Yes,12,930
931,Katrina,Sappson,Female,1999-08-07,Design Engineer,Manufacturing,Affluent Customer,N,Yes,10,931
932,Yoko,Dowrey,Female,1989-07-20,Graphic Designer,,Mass Customer,N,No,2,932
933,Melany,L'oiseau,Female,1996-05-19,Help Desk Operator,Retail,Mass Customer,N,Yes,8,933
934,Marcellus,Louisot,Male,1996-01-22,Human Resources Manager,Manufacturing,Mass Customer,N,No,7,934
935,Aldin,Cracker,Male,1994-09-12,Marketing Manager,,Mass Customer,N,Yes,9,935
936,Raffaello,Godleman,Male,1988-05-16,Speech Pathologist,Health,High Net Worth,N,No,2,936
937,Nikolos,McKyrrelly,Male,1985-11-15,Human Resources Assistant IV,Manufacturing,Affluent Customer,N,No,8,937
938,Corabelle,,Female,1996-04-06,Technical Writer,Retail,Mass Customer,N,No,8,938
939,Cristian,Theodoris,Male,1961-01-10,Product Engineer,Manufacturing,Mass Customer,N,No,11,939
940,Marnia,Claesens,Female,1987-06-16,Administrative Officer,Manufacturing,Mass Customer,N,No,3,940
941,Tye,Doohan,Male,1995-02-02,Recruiting Manager,Financial Services,Affluent Customer,N,Yes,6,941
942,Shirley,Brook,Female,1974-02-07,Director of Sales,Financial Services,Mass Customer,N,Yes,10,942
943,Holly,Gamett,Male,1979-09-17,Legal Assistant,Property,Affluent Customer,N,Yes,7,943
944,Anderea,Dallewater,Female,1976-01-12,,Manufacturing,Mass Customer,N,No,6,944
945,Hebert,Bernocchi,Male,1998-08-26,Human Resources Manager,,High Net Worth,N,Yes,9,945
946,Bettina,Farrer,Female,1961-07-17,Research Associate,Manufacturing,High Net Worth,N,No,5,946
947,Hyacinth,Naldrett,Female,1986-03-10,Pharmacist,Health,Mass Customer,N,No,9,947
948,Yardley,Argo,Male,1969-08-09,Recruiting Manager,,Affluent Customer,N,No,7,948
949,Jarid,Grebner,Male,1975-09-07,Executive Secretary,Health,Mass Customer,N,Yes,1,949
950,Bret,Ivakhnov,U,,Recruiter,IT,High Net Worth,N,Yes,6,950
951,Meryl,Dumbar,Male,1999-09-29,Assistant Media Planner,Entertainment,Mass Customer,N,No,9,951
952,Marina,Andresen,Female,1971-06-13,VP Sales,Financial Services,Affluent Customer,N,Yes,12,952
953,Jasmin,Brodeur,Female,1979-05-23,,,Mass Customer,N,No,10,953
954,Alain,Immins,Male,1995-02-28,VP Quality Control,Manufacturing,Mass Customer,N,Yes,12,954
955,Teresina,Gibbie,Female,1989-10-01,Research Nurse,Health,Mass Customer,N,Yes,9,955
956,Ezechiel,Pettecrew,Male,1960-09-26,Nuclear Power Engineer,Manufacturing,Mass Customer,N,Yes,8,956
957,Jamima,Gannan,Female,1994-08-20,Automation Specialist I,Manufacturing,Affluent Customer,N,Yes,8,957
958,Kristofor,Saulter,Male,1964-01-14,Biostatistician IV,Health,High Net Worth,N,No,8,958
959,Katharina,Jennins,Female,1986-10-26,Staff Scientist,,Affluent Customer,N,Yes,10,959
960,Lannie,Crumley,Male,1968-10-10,GIS Technical Architect,Health,Mass Customer,N,Yes,12,960
961,Rosamund,Shelton,Female,1986-08-10,Assistant Manager,Financial Services,Mass Customer,N,No,1,961
962,Granger,Tuftin,Male,1977-09-07,VP Product Management,,High Net Worth,N,Yes,10,962
963,Valery,Haresign,Female,1968-07-28,Budget/Accounting Analyst I,,High Net Worth,N,Yes,5,963
964,Rhetta,Grellier,Female,1994-01-24,Assistant Professor,Financial Services,High Net Worth,N,No,6,964
965,Meggie,Whitchurch,Female,1997-06-18,Structural Engineer,Retail,High Net Worth,N,Yes,5,965
966,Krystyna,Linning,Female,1978-11-05,Speech Pathologist,Retail,High Net Worth,N,Yes,10,966
967,April,Causon,Female,1999-10-04,Sales Associate,Manufacturing,Affluent Customer,N,Yes,7,967
968,Wayne,Woodfin,Male,1955-06-16,Accountant IV,IT,High Net Worth,N,Yes,5,968
969,Jo,Mallinar,Female,1978-09-19,Health Coach IV,Health,High Net Worth,N,Yes,7,969
970,Kellyann,Hawton,Female,1980-06-26,VP Accounting,Financial Services,High Net Worth,N,Yes,7,970
971,Sarge,Lerohan,Male,1988-10-25,Geologist I,Manufacturing,High Net Worth,N,No,8,971
972,Dena,Crewdson,Female,1981-07-23,Project Manager,Retail,Mass Customer,N,Yes,8,972
973,Annabella,Hebron,Female,1979-08-02,Data Coordiator,Health,High Net Worth,N,No,7,973
974,Mellicent,Dollin,Female,1991-06-07,Administrative Assistant IV,,Mass Customer,N,Yes,1,974
975,Goldarina,Rzehorz,U,,Automation Specialist IV,IT,Mass Customer,N,No,9,975
976,Andonis,Slimmon,Male,1971-10-21,Graphic Designer,Financial Services,Affluent Customer,N,No,8,976
977,Olga,Dyke,Female,1959-11-30,Staff Accountant III,,High Net Worth,N,Yes,9,977
978,Erena,Escalero,Female,1982-01-31,Nurse Practicioner,,High Net Worth,N,No,6,978
979,Kayla,Falkingham,Female,1959-12-25,Budget/Accounting Analyst I,Manufacturing,High Net Worth,N,No,11,979
980,Max,Gronaver,Female,1978-01-23,Registered Nurse,Health,Mass Customer,N,No,7,980
981,Bud,Smittoune,Male,1973-02-19,,Retail,Mass Customer,N,No,4,981
982,Tibold,Bonwell,Male,1960-02-12,Geologist III,Health,High Net Worth,N,Yes,3,982
983,Shaylyn,Riggs,U,,,IT,Affluent Customer,N,No,9,983
984,Luciano,Weddup,Male,1954-03-25,Programmer I,Manufacturing,Affluent Customer,N,No,6,984
985,Aryn,O'Halloran,Female,1970-09-30,Help Desk Operator,Retail,High Net Worth,N,No,4,985
986,Barnard,Stranks,Male,1994-10-05,Office Assistant I,Manufacturing,Mass Customer,N,Yes,7,986
987,Lars,Keher,Male,1974-08-29,Senior Cost Accountant,Financial Services,Affluent Customer,N,Yes,9,987
988,Andree,Simonato,Female,1981-01-15,Director of Sales,Manufacturing,High Net Worth,N,No,9,988
989,Caralie,Morfett,Female,1982-05-24,Project Manager,Financial Services,Mass Customer,N,No,3,989
990,Melissa,Purple,Female,1976-04-13,Administrative Officer,Manufacturing,Mass Customer,N,Yes,10,990
991,Lenna,Coales,Female,1991-11-29,Financial Analyst,Financial Services,Mass Customer,N,Yes,5,991
992,Cordelia,Hawkeswood,Female,1958-11-25,,Property,Mass Customer,N,Yes,10,992
993,Reine,Semken,Female,1977-02-18,Account Coordinator,Argiculture,High Net Worth,N,No,9,993
994,Rhetta,Kupker,Female,1977-11-14,Librarian,Entertainment,Affluent Customer,N,Yes,9,994
995,Urbano,Mews,Male,1965-11-12,Information Systems Manager,Health,Mass Customer,N,Yes,9,995
996,Aura,Bemlott,U,,Assistant Manager,IT,Mass Customer,N,Yes,9,996
997,Ambros,Kernes,Male,1981-07-03,Teacher,Telecommunications,Mass Customer,N,Yes,3,997
998,Petunia,Dufton,Female,1965-12-13,Speech Pathologist,Manufacturing,Affluent Customer,N,Yes,12,998
999,Dido,Leyburn,Female,1988-04-10,Recruiting Manager,,High Net Worth,N,No,7,999
1000,Paulie,Castelot,Female,1978-08-07,Compensation Analyst,Financial Services,Mass Customer,N,No,6,1000
1001,Finley,Vost,Male,1979-08-27,Recruiter,Retail,Mass Customer,N,No,9,1001
1002,Pacorro,De Clairmont,Male,1978-08-30,Business Systems Development Analyst,,Mass Customer,N,Yes,8,1002
1003,Mariann,O'Geaney,Female,1968-02-03,Paralegal,Financial Services,High Net Worth,N,No,12,1003
1004,Colas,Pumfrett,Male,1975-07-09,Business Systems Development Analyst,IT,High Net Worth,N,No,12,1004
1005,Kalila,Birtwistle,Female,1967-09-15,Design Engineer,IT,High Net Worth,N,Yes,9,1005
1006,Norbert,Gotcher,Male,1977-08-10,Quality Control Specialist,Telecommunications,Affluent Customer,N,Yes,4,1006
1007,Cord,Warriner,Male,1996-06-08,,Retail,Mass Customer,N,No,9,1007
1008,Lorry,Booley,Female,1975-11-10,Teacher,,Mass Customer,N,No,9,1008
1009,Nolie,Orring,Female,1957-05-09,Research Associate,Manufacturing,High Net Worth,N,Yes,8,1009
1010,Leighton,Ebbles,Male,1963-01-26,Nurse,Financial Services,Affluent Customer,N,No,8,1010
1011,Cymbre,Janos,Female,1985-07-19,Occupational Therapist,Health,High Net Worth,N,Yes,8,1011
1012,Anna-diane,Preddle,Female,1955-05-20,Software Test Engineer III,,High Net Worth,N,Yes,11,1012
1013,Corissa,Zienkiewicz,Female,1976-09-06,Physical Therapy Assistant,Retail,High Net Worth,N,No,11,1013
1014,Miller,Faloon,Male,1960-10-14,Senior Developer,Property,Mass Customer,N,Yes,10,1014
1015,Toiboid,Sorrel,Male,1955-04-01,Web Developer I,Health,Mass Customer,N,No,8,1015
1016,Adrian,Prettyjohns,Male,1959-08-12,Legal Assistant,IT,Mass Customer,N,Yes,10,1016
1017,Jacquenette,Pluthero,Female,1979-01-09,Assistant Media Planner,Entertainment,High Net Worth,N,No,8,1017
1018,Matthiew,Ferreras,Male,1994-11-27,Help Desk Operator,Manufacturing,Mass Customer,N,Yes,10,1018
1019,Ignazio,Milby,Male,1973-11-19,Human Resources Assistant II,Manufacturing,Mass Customer,N,Yes,8,1019
1020,Natala,Thorndale,Female,1975-11-10,,IT,Affluent Customer,N,No,9,1020
1021,Elvis,Rixon,Male,1977-10-02,Mechanical Systems Engineer,Retail,High Net Worth,N,No,8,1021
1022,Suzann,Wilks,Female,1990-03-04,Assistant Manager,Financial Services,Affluent Customer,N,Yes,10,1022
1023,Iseabal,Fullbrook,Female,1991-07-23,,Financial Services,Affluent Customer,N,Yes,12,1023
1024,Rhodia,D'Onise,Female,1992-06-05,Social Worker,Health,High Net Worth,N,Yes,9,1024
1025,Ario,Jeromson,Male,1997-07-30,Quality Engineer,IT,Mass Customer,N,Yes,6,1025
1026,Vernon,Hakking,Male,1994-07-29,,Financial Services,Affluent Customer,N,No,7,1026
1027,Rolando,Sherewood,Male,1966-10-07,Statistician I,Financial Services,Affluent Customer,N,No,7,1027
1028,Thorn,Torfin,Male,1999-08-11,Project Manager,,High Net Worth,N,No,11,1028
1029,Forbes,Londors,Male,1997-02-15,VP Sales,,Mass Customer,N,No,9,1029
1030,Nariko,Dummigan,Female,1962-05-05,Food Chemist,Health,Mass Customer,N,No,3,1030
1031,Roi,Ogden,Male,1983-09-15,Junior Executive,Manufacturing,Mass Customer,N,No,9,1031
1032,Maribelle,Werndly,Female,1978-07-18,Executive Secretary,,Mass Customer,N,Yes,12,1032
1033,Jacob,Claringbold,Male,1995-01-06,,,Affluent Customer,N,Yes,11,1033
1034,Denney,Cretney,Male,1976-05-12,,,High Net Worth,N,Yes,6,1034
1035,Kara-lynn,Doddridge,Female,1976-11-02,Operator,Retail,Affluent Customer,N,Yes,4,1035
1036,Randene,Ingle,Female,1969-11-28,Paralegal,Financial Services,Mass Customer,N,Yes,8,1036
1037,Sissie,Rielly,Female,1956-08-08,Human Resources Assistant II,Financial Services,Mass Customer,N,No,10,1037
1038,Fraser,Acome,U,,Engineer I,Manufacturing,Mass Customer,N,Yes,11,1038
1039,Nona,Diamant,Female,1975-03-14,,,High Net Worth,N,Yes,7,1039
1040,Jacenta,Wedlock,Female,1975-03-04,Food Chemist,Health,High Net Worth,N,No,1,1040
1041,Free,Bonniface,Male,1959-05-25,,Property,Affluent Customer,N,No,11,1041
1042,Isacco,Woodwind,Male,1976-01-14,Nuclear Power Engineer,Manufacturing,High Net Worth,N,Yes,9,1042
1043,Giorgi,Hurford,Male,1986-10-20,Sales Associate,Financial Services,Mass Customer,N,Yes,7,1043
1044,Frederico,Whilder,U,,Food Chemist,Health,High Net Worth,N,No,9,1044
1045,Aeriel,Everest,Female,1986-05-08,,Financial Services,Mass Customer,N,Yes,8,1045
1046,Shir,Clevely,Female,1955-07-23,Budget/Accounting Analyst II,,Affluent Customer,N,No,11,1046
1047,Standford,Tanswill,Male,1978-09-03,VP Accounting,Financial Services,Affluent Customer,N,No,10,1047
1048,Braden,Lamming,Male,1976-06-08,Internal Auditor,,Affluent Customer,N,No,11,1048
1049,Fraser,Gaenor,Male,1996-03-02,Software Consultant,Property,Mass Customer,N,No,5,1049
1050,Marjie,Ghion,Female,1973-07-29,Software Consultant,Telecommunications,Mass Customer,N,Yes,11,1050
1051,Xylia,Lange,Female,1977-09-29,Help Desk Technician,Property,High Net Worth,N,Yes,10,1051
1052,Dela,Flannigan,Female,1986-02-02,Junior Executive,Financial Services,High Net Worth,N,No,7,1052
1053,Davon,Stanyland,Male,1962-05-20,,Manufacturing,Mass Customer,N,Yes,12,1053
1054,Natal,Matiewe,Male,1983-08-09,Nuclear Power Engineer,Manufacturing,Mass Customer,N,Yes,6,1054
1055,Danell,Rose,Female,1988-06-08,Data Coordiator,Manufacturing,Mass Customer,N,No,11,1055
1056,Kendricks,Markel,Male,1966-12-18,Software Test Engineer IV,Manufacturing,Affluent Customer,N,No,11,1056
1057,Laryssa,Durdle,Female,1969-04-06,Registered Nurse,Health,Mass Customer,N,No,12,1057
1058,Gretel,Gionettitti,Female,1987-10-24,Research Assistant IV,Retail,Affluent Customer,N,Yes,11,1058
1059,Chantal,Plante,Female,1968-02-16,Account Representative III,Entertainment,High Net Worth,N,Yes,10,1059
1060,Vanda,Boadby,Female,1961-11-23,Associate Professor,Argiculture,Affluent Customer,N,Yes,8,1060
1061,Anderson,,Male,1988-11-07,Speech Pathologist,Financial Services,Mass Customer,N,No,9,1061
1062,Tish,Mowett,Female,1975-09-28,Junior Executive,,Mass Customer,N,No,10,1062
1063,Terrence,Geck,Male,1987-03-01,Actuary,Financial Services,Affluent Customer,N,Yes,9,1063
1064,Thornie,Andrusov,Male,1977-06-13,Librarian,Entertainment,Affluent Customer,N,Yes,8,1064
1065,Chilton,Ghirigori,Male,1962-06-27,Quality Engineer,Financial Services,Mass Customer,N,Yes,7,1065
1066,Hailey,Ricciardi,Male,1995-10-06,Recruiter,Telecommunications,High Net Worth,N,No,4,1066
1067,Berri,Cotillard,Female,1965-05-17,Engineer IV,Financial Services,Mass Customer,N,Yes,7,1067
1068,Frazer,Searston,Male,1995-03-21,,Health,Mass Customer,N,Yes,3,1068
1069,Reese,Titterington,Male,1976-04-15,Web Designer I,Telecommunications,Mass Customer,N,No,10,1069
1070,Albert,Gomery,Male,1995-06-04,Account Representative IV,,Mass Customer,N,No,3,1070
1071,Chrisy,Miranda,Male,1986-12-29,,Retail,High Net Worth,N,No,1,1071
1072,Curt,Petrello,Male,1957-06-01,Senior Cost Accountant,Financial Services,High Net Worth,N,Yes,9,1072
1073,Elbertina,Donne,Female,1980-02-25,Associate Professor,,Affluent Customer,N,Yes,7,1073
1074,Griswold,Juett,Male,1974-07-14,Accounting Assistant IV,,High Net Worth,N,Yes,9,1074
1075,Cullin,Elcoate,Male,1967-07-25,Administrative Officer,Manufacturing,High Net Worth,N,No,9,1075
1076,Siegfried,Trattles,Male,2000-06-06,Pharmacist,Health,Affluent Customer,N,No,9,1076
1077,Sheba,Este,Female,1955-10-11,,Telecommunications,Mass Customer,N,Yes,8,1077
1078,Abe,Pilley,Male,1976-06-05,Executive Secretary,Manufacturing,Mass Customer,N,No,9,1078
1079,Dennie,L' Anglois,Male,1978-01-03,Nurse Practicioner,Manufacturing,Mass Customer,N,No,8,1079
1080,Monah,Talbot,Female,1999-12-26,Speech Pathologist,Property,Mass Customer,N,Yes,4,1080
1081,Marga,Cradduck,Female,1985-10-21,Social Worker,Health,Mass Customer,N,No,7,1081
1082,Guinevere,Kelby,U,,Financial Analyst,Financial Services,Mass Customer,N,Yes,9,1082
1083,Chadd,Fowlds,Male,1996-08-07,VP Product Management,,Affluent Customer,N,No,5,1083
1084,Serena,Jagson,Female,1994-05-18,Accounting Assistant I,Retail,Affluent Customer,N,No,9,1084
1085,Lucho,Strafen,Male,1975-09-12,Internal Auditor,Health,Mass Customer,N,No,9,1085
1086,Ezechiel,Parnall,Male,1989-06-21,Statistician IV,Property,Mass Customer,N,Yes,11,1086
1087,Lian,Madrell,Female,1979-09-18,Financial Analyst,Financial Services,Mass Customer,N,Yes,7,1087
1088,Andy,Polgreen,Female,1989-07-21,Design Engineer,,High Net Worth,N,Yes,3,1088
1089,Korney,Hess,Female,1988-09-17,Product Engineer,Property,Affluent Customer,N,No,10,1089
1090,Lorettalorna,,Female,1975-07-15,Computer Systems Analyst II,Telecommunications,Affluent Customer,N,No,7,1090
1091,Keith,Housden,Male,1980-04-15,,Health,Mass Customer,N,No,9,1091
1092,Katlin,Creddon,Female,1935-08-22,VP Quality Control,Retail,Mass Customer,N,No,9,1092
1093,Clarita,Penright,Female,1996-09-13,Business Systems Development Analyst,,Affluent Customer,N,No,8,1093
1094,Shaughn,Salters,Male,1975-12-27,Dental Hygienist,Health,High Net Worth,N,No,9,1094
1095,Emelda,Gerler,Female,1958-08-29,Project Manager,Health,Mass Customer,N,No,8,1095
1096,Jakie,Mungham,Male,1969-11-29,Software Test Engineer I,Health,High Net Worth,N,No,3,1096
1097,Gwenora,Grabbam,Female,1968-01-31,Engineer II,Financial Services,Mass Customer,N,Yes,11,1097
1098,Maure,Crow,Female,1989-02-01,Administrative Assistant IV,Financial Services,Mass Customer,N,Yes,3,1098
1099,Jarrett,Maffia,Male,1975-01-13,Tax Accountant,Manufacturing,Affluent Customer,N,Yes,10,1099
1100,Cord,Braundt,Male,1983-01-02,Engineer I,Manufacturing,Mass Customer,N,No,6,1100
1101,Haily,McWilliams,Female,1968-12-22,Senior Editor,,Mass Customer,N,No,4,1101
1102,Stephana,Puzey,Female,1976-08-17,Recruiting Manager,Manufacturing,Affluent Customer,N,No,11,1102
1103,Glynnis,Sailor,Female,1978-01-30,Financial Advisor,Financial Services,High Net Worth,N,Yes,9,1103
1104,Jewelle,Pincott,Female,1959-12-31,Programmer III,Retail,Mass Customer,N,No,5,1104
1105,Sherman,McCusker,Male,1990-02-10,General Manager,,Mass Customer,N,No,9,1105
1106,Sibyl,Bigmore,Female,1962-12-17,Software Consultant,Retail,Mass Customer,N,No,7,1106
1107,Maridel,Whitby,Female,1974-07-17,Social Worker,Health,High Net Worth,N,No,6,1107
1108,Ginnie,Farriar,Female,1962-03-06,Dental Hygienist,Health,Mass Customer,N,No,11,1108
1109,Nestor,Billingsley,Male,1989-09-01,Web Developer II,Entertainment,High Net Worth,N,No,12,1109
1110,Lazar,Cherryman,Male,1991-03-17,Information Systems Manager,Retail,High Net Worth,N,No,7,1110
1111,Zach,Maynard,Male,1960-03-04,Director of Sales,,High Net Worth,N,Yes,10,1111
1112,Jarrett,Chiplin,Male,1981-05-22,,,Mass Customer,N,Yes,9,1112
1113,Dorie,Willock,Male,1992-06-24,Recruiter,Property,Mass Customer,N,No,9,1113
1114,Evonne,Southan,Female,1976-06-03,Structural Engineer,Retail,Mass Customer,N,No,8,1114
1115,Merola,Stutard,Female,1970-01-18,Account Coordinator,,High Net Worth,N,Yes,11,1115
1116,Tori,Coche,Female,1974-06-26,Assistant Manager,Health,Mass Customer,N,Yes,9,1116
1117,Georgena,Guilaem,Female,1975-12-01,Quality Engineer,,Affluent Customer,N,No,11,1117
1118,Colline,Coulman,Female,1975-12-19,Sales Representative,Retail,Mass Customer,N,Yes,8,1118
1119,Lemmy,Bennit,Male,1976-10-09,,Entertainment,Mass Customer,N,Yes,7,1119
1120,Jacquelyn,Rowlinson,Female,1980-08-31,Web Developer IV,Retail,Affluent Customer,N,No,11,1120
1121,Dione,Raithby,Female,1984-01-21,Registered Nurse,Health,Mass Customer,N,Yes,9,1121
1122,Gerladina,Carney,Female,1985-12-19,,,Mass Customer,N,No,11,1122
1123,Dominick,Downey,Male,1962-06-18,,Property,Mass Customer,N,No,10,1123
1124,Eben,Threader,Male,1965-02-03,Health Coach III,Health,Affluent Customer,N,Yes,4,1124
1125,Raff,Everley,Male,1990-01-19,Software Test Engineer III,IT,Affluent Customer,N,No,8,1125
1126,Atlante,Sonley,Female,1973-09-27,Executive Secretary,,Mass Customer,N,No,12,1126
1127,Elly,Ormshaw,Female,1991-02-27,Physical Therapy Assistant,Financial Services,Mass Customer,N,No,3,1127
1128,Kirsten,Longman,Female,1992-04-12,Financial Advisor,Financial Services,Mass Customer,N,Yes,7,1128
1129,Hercule,,Male,1977-06-29,VP Marketing,Entertainment,Mass Customer,N,Yes,4,1129
1130,Juli,Prine,Female,1964-12-06,Sales Associate,,Mass Customer,N,No,11,1130
1131,Sigmund,Barkworth,Male,1956-08-07,VP Marketing,,Mass Customer,N,No,6,1131
1132,Coriss,Darkott,Female,1985-08-01,Actuary,Financial Services,Affluent Customer,N,Yes,9,1132
1133,Forrester,McFetridge,Male,1968-01-26,,Manufacturing,Affluent Customer,N,No,3,1133
1134,Sullivan,Scullion,Male,1994-09-30,Administrative Assistant IV,Financial Services,Affluent Customer,N,No,6,1134
1135,Mireielle,Avrasin,Female,1980-05-03,Software Engineer IV,Financial Services,Mass Customer,N,Yes,2,1135
1136,Ivan,Blackhall,Male,1977-08-31,Executive Secretary,Property,High Net Worth,N,No,10,1136
1137,Jermayne,Hryniewicki,Male,1977-07-03,Business Systems Development Analyst,,Mass Customer,N,No,11,1137
1138,Elli,Loxdale,Female,1991-09-21,Statistician I,Retail,Mass Customer,N,Yes,9,1138
1139,Shellysheldon,Wickey,Male,1982-09-15,Editor,Manufacturing,Mass Customer,N,Yes,5,1139
1140,Deana,Rathbourne,Female,1986-02-25,Executive Secretary,,Mass Customer,N,Yes,9,1140
1141,Shannah,Gritsaev,Female,1981-09-19,,Financial Services,High Net Worth,N,Yes,10,1141
1142,Michal,Paiton,Male,1998-05-07,Desktop Support Technician,Telecommunications,Mass Customer,N,No,4,1142
1143,Goraud,Boissieux,Male,1955-03-06,Office Assistant IV,Health,Mass Customer,N,Yes,9,1143
1144,Damon,Phelip,Male,1996-12-12,Environmental Specialist,Health,High Net Worth,N,Yes,5,1144
1145,Korella,Begin,Female,1965-09-26,,Property,Mass Customer,N,Yes,7,1145
1146,Hadleigh,Birley,Male,1992-08-31,Assistant Professor,Financial Services,High Net Worth,N,No,4,1146
1147,Tate,Studholme,Male,1968-07-09,Health Coach II,Entertainment,High Net Worth,N,Yes,9,1147
1148,Inigo,Ojeda,Male,1987-09-28,Statistician IV,Financial Services,High Net Worth,N,No,10,1148
1149,Ki,Odo,Female,1967-09-30,Developer III,,Affluent Customer,N,Yes,4,1149
1150,Bernelle,Warwick,Female,1975-09-26,Information Systems Manager,Financial Services,Mass Customer,N,Yes,11,1150
1151,Brena,Amburgy,Female,1965-04-06,VP Product Management,Argiculture,High Net Worth,N,Yes,1,1151
1152,Humfrid,Ducket,Male,1998-06-23,Business Systems Development Analyst,Financial Services,Mass Customer,N,Yes,3,1152
1153,Mirilla,Lothlorien,Female,1995-01-17,Desktop Support Technician,Health,Mass Customer,N,Yes,12,1153
1154,Chase,Youd,Male,1974-11-24,Research Nurse,Health,Mass Customer,N,Yes,4,1154
1155,Janetta,Hartrick,Female,1994-01-15,VP Marketing,Property,Mass Customer,N,Yes,8,1155
1156,Breena,Risebrow,Female,1997-10-16,Marketing Assistant,Argiculture,Mass Customer,N,Yes,7,1156
1157,Saunder,Camerati,Male,1974-04-03,Research Nurse,Health,Affluent Customer,N,Yes,7,1157
1158,Butch,Geertje,Male,1985-02-17,Senior Quality Engineer,,Mass Customer,N,Yes,10,1158
1159,Elbert,Bridgement,Male,1993-01-28,Librarian,Entertainment,Mass Customer,N,No,9,1159
1160,Trisha,Nisuis,Female,1965-04-08,Speech Pathologist,IT,Affluent Customer,N,No,9,1160
1161,Sibylle,Cutsforth,Female,1977-01-14,Senior Quality Engineer,Retail,Mass Customer,N,No,1,1161
1162,Ambrose,Raiston,Male,1990-04-13,Marketing Assistant,,Mass Customer,N,Yes,8,1162
1163,Manolo,Dwire,Male,1981-11-13,Cost Accountant,Financial Services,High Net Worth,N,Yes,6,1163
1164,Gilligan,Mowat,Female,1977-01-09,Food Chemist,Health,Mass Customer,N,Yes,8,1164
1165,Fanni,Wakelin,Female,1993-06-23,Administrative Assistant IV,Financial Services,High Net Worth,N,No,10,1165
1166,Fannie,Devil,Female,1972-12-05,Quality Control Specialist,Health,Affluent Customer,N,No,9,1166
1167,Elberta,Crickett,Female,1996-06-03,Software Test Engineer III,Health,Mass Customer,N,No,8,1167
1168,Iosep,Shaddick,Male,1965-02-16,Pharmacist,Health,Affluent Customer,N,No,9,1168
1169,Kessiah,Corden,Female,1967-08-09,Actuary,Financial Services,Mass Customer,N,Yes,7,1169
1170,Lari,Rotte,Female,1964-11-30,Assistant Professor,IT,Mass Customer,N,Yes,7,1170
1171,Ilise,Solloway,Female,1971-08-15,Human Resources Manager,,Affluent Customer,N,Yes,9,1171
1172,Smith,Babbs,Male,1974-04-12,Recruiter,,Mass Customer,N,Yes,9,1172
1173,Gertie,Chaim,Female,1978-03-02,Statistician IV,Retail,High Net Worth,N,No,8,1173
1174,Shellysheldon,Gooderridge,U,,Executive Secretary,IT,Mass Customer,N,No,9,1174
1175,Paige,Hodgin,Male,1985-09-22,Human Resources Manager,,Mass Customer,N,No,8,1175
1176,Celia,Dockerty,Female,1976-01-16,Software Engineer IV,,Affluent Customer,N,Yes,8,1176
1177,Bobbette,Pozzi,Female,1953-08-31,Food Chemist,Health,Affluent Customer,N,Yes,8,1177
1178,Angelo,Byne,Male,1970-05-26,Pharmacist,Health,Mass Customer,N,No,3,1178
1179,Kerry,Pashenkov,Male,1988-08-15,Media Manager IV,Financial Services,High Net Worth,N,Yes,6,1179
1180,Gaye,Quickenden,Female,1975-08-17,Account Representative I,Financial Services,Affluent Customer,N,No,9,1180
1181,Brita,Plant,Female,1978-06-06,Tax Accountant,Argiculture,Mass Customer,N,No,10,1181
1182,Carolann,Ottiwill,Female,1975-01-11,Data Coordiator,IT,Mass Customer,N,Yes,10,1182
1183,Joe,Shalliker,Male,1958-11-14,Media Manager II,,Affluent Customer,N,No,1,1183
1184,Auberta,Teodori,Female,1968-10-07,Social Worker,Health,Mass Customer,N,No,11,1184
1185,Xena,Rossbrooke,Female,2000-07-23,VP Product Management,,Mass Customer,N,Yes,9,1185
1186,Brantley,Cecchi,Male,1977-05-28,Help Desk Operator,Manufacturing,Affluent Customer,N,Yes,2,1186
1187,Antonino,Hogben,Male,1998-10-21,,Financial Services,Mass Customer,N,No,10,1187
1188,Sally,Cominoli,Female,1984-02-23,Statistician IV,,Affluent Customer,N,Yes,9,1188
1189,Mart,Bazoche,Male,1988-08-29,Geologist I,Health,High Net Worth,N,Yes,5,1189
1190,Sib,Gilby,Female,1968-09-07,Assistant Professor,Financial Services,Affluent Customer,N,Yes,4,1190
1191,Merrielle,Vegas,Female,1996-05-22,Director of Sales,,Mass Customer,N,Yes,8,1191
1192,Hollyanne,McCarter,Female,1969-12-12,VP Quality Control,Manufacturing,Mass Customer,N,No,10,1192
1193,Quintus,Whear,Male,1986-01-21,Safety Technician I,Retail,High Net Worth,N,No,8,1193
